Age,Gender,Study_Hours,Class_Attendance,Tuition,Exam_Frequency,Assignment_Load,Sleep_Hours,Physical_Exercise,Social_Media_Use,Screen_Time,Family_Income_Level,Peer_Pressure,Family_Support,Anxiety_Level,University_Type,Stress_Score,Stress_Level
22,Female,2,70,Yes,9,5,4,No,3,2,Medium,1,4,8,National University,19,Medium
24,Female,5,90,No,2,9,8,Yes,1,5,High,4,4,2,Public University,5,Low
23,Male,2,55,No,5,2,5,Yes,3,10,High,8,1,2,National University,14,Medium
19,Male,1,44,Yes,7,7,8,No,4,1,Medium,7,1,7,Private University,17,Medium
23,Male,7,42,Yes,6,5,9,Yes,5,9,Medium,1,6,3,Public University,11,Medium
22,Female,3,71,Yes,6,1,9,No,1,8,Medium,9,4,5,Private University,8,Low
23,Male,2,83,No,6,3,6,Yes,2,3,Medium,1,7,6,Private University,5,Low
21,Male,8,95,Yes,3,3,9,Yes,5,3,Medium,8,4,2,National University,1,Low
21,Male,7,89,Yes,2,1,6,Yes,2,9,High,2,4,8,Private University,10,Low
20,Male,4,52,No,7,7,5,Yes,5,10,Medium,1,3,6,National University,25,High
19,Female,8,87,Yes,8,1,4,No,6,1,Medium,6,5,4,Public University,11,Medium
21,Female,4,84,No,8,2,4,Yes,3,10,Medium,4,8,4,Private University,13,Medium
19,Female,2,47,Yes,7,9,7,Yes,2,6,Low,1,9,1,National University,7,Low
24,Female,9,62,No,3,8,7,No,6,8,Low,8,5,6,National University,19,Medium
19,Male,0,42,No,6,6,6,No,2,9,High,7,3,5,National University,19,Medium
24,Female,1,65,No,6,4,4,No,0,6,High,3,4,6,National University,14,Medium
19,Male,9,67,No,5,8,8,Yes,0,7,Low,7,6,9,Private University,13,Medium
23,Female,2,92,Yes,1,8,5,Yes,2,5,Low,3,6,8,Private University,11,Medium
24,Male,1,67,Yes,6,2,7,Yes,6,3,Low,6,7,7,Public University,8,Low
24,Male,3,40,Yes,1,8,4,No,7,5,Medium,9,3,5,Private University,19,Medium
19,Female,5,43,Yes,3,6,5,No,5,8,Low,8,1,5,Public University,21,High
23,Male,3,74,Yes,9,3,9,No,4,3,Medium,6,8,9,National University,11,Medium
24,Female,4,60,No,6,4,9,Yes,5,8,Low,4,6,3,Private University,9,Low
24,Male,0,82,Yes,5,5,8,Yes,6,10,Medium,8,5,9,National University,20,Medium
19,Female,9,94,Yes,6,9,8,Yes,1,4,Low,3,1,6,National University,15,Medium
24,Female,7,91,No,1,4,4,No,7,6,Low,1,7,8,National University,15,Medium
21,Female,5,84,No,2,9,5,Yes,2,7,Medium,2,6,6,Public University,13,Medium
24,Male,1,84,No,9,8,5,No,3,9,Medium,6,7,6,Public University,23,High
23,Male,9,81,No,4,7,7,No,1,9,Medium,6,4,8,Public University,18,Medium
23,Male,6,62,No,8,9,7,No,4,6,High,6,3,5,National University,22,High
21,Male,4,67,Yes,7,3,9,No,5,1,Low,4,7,7,Private University,7,Low
24,Male,0,81,No,2,5,7,No,6,9,Medium,7,6,3,Private University,12,Medium
19,Male,2,59,Yes,5,7,4,No,1,7,Low,5,8,5,National University,13,Medium
24,Female,0,44,No,6,5,5,No,7,1,High,7,4,6,Private University,16,Medium
24,Female,2,42,Yes,4,6,4,No,6,8,Medium,7,3,4,Public University,21,High
20,Male,1,74,No,4,8,5,Yes,4,7,Low,5,3,4,Private University,17,Medium
23,Male,4,59,No,3,1,4,Yes,4,10,Low,1,1,2,Private University,13,Medium
24,Male,9,96,Yes,1,8,6,No,1,2,Low,7,5,9,Public University,10,Low
24,Male,0,92,Yes,8,4,5,Yes,5,5,High,3,6,5,National University,14,Medium
20,Male,9,86,Yes,4,4,6,Yes,2,9,Medium,9,6,9,Public University,14,Medium
21,Female,7,99,No,5,4,5,Yes,0,11,Medium,9,7,6,National University,12,Medium
21,Male,5,49,No,5,9,4,Yes,2,5,High,6,1,1,National University,15,Medium
21,Male,3,42,No,7,9,8,Yes,4,6,High,2,1,2,Public University,17,Medium
24,Female,1,85,Yes,3,5,8,No,0,4,Low,1,9,9,Public University,4,Low
20,Male,8,41,Yes,5,8,8,Yes,5,1,Low,8,1,8,Public University,16,Medium
20,Male,0,89,No,5,5,5,No,2,4,Medium,5,2,6,Public University,15,Medium
23,Female,8,73,Yes,8,8,6,No,1,8,Low,9,1,5,Private University,23,High
21,Male,6,84,No,5,8,6,No,7,8,Low,2,2,2,Private University,22,High
22,Female,8,64,No,1,1,6,No,2,8,Low,3,8,5,National University,3,Low
22,Female,6,46,Yes,3,1,5,Yes,5,4,Low,9,5,6,Public University,7,Low
19,Male,2,43,No,9,8,7,Yes,2,5,Medium,3,3,3,Private University,15,Medium
23,Male,2,92,Yes,7,2,6,Yes,2,10,Low,8,4,9,Public University,18,Medium
24,Female,0,89,No,1,5,5,Yes,4,1,High,8,8,3,Public University,-1,Low
23,Male,6,73,No,2,2,5,Yes,0,4,Medium,7,8,9,Private University,2,Low
19,Female,3,42,Yes,9,3,9,No,1,7,Medium,4,9,1,National University,3,Low
22,Female,8,69,Yes,3,4,7,Yes,6,8,Low,9,9,6,National University,9,Low
24,Female,6,52,No,4,2,8,Yes,2,8,High,4,5,4,National University,5,Low
22,Male,0,87,No,5,4,5,No,2,4,Low,2,1,3,Private University,12,Medium
22,Male,3,48,Yes,6,7,7,No,7,8,Low,6,3,2,Private University,20,Medium
24,Male,6,73,No,2,2,6,No,6,11,Medium,6,8,3,Public University,10,Low
23,Male,3,86,No,2,5,4,No,4,7,Low,3,6,7,Public University,15,Medium
19,Female,3,78,No,1,9,6,No,4,7,Medium,4,8,8,Private University,15,Medium
20,Male,2,48,No,9,5,8,No,5,9,Low,1,8,8,Public University,20,Medium
19,Male,7,79,Yes,3,3,5,Yes,4,1,Low,9,2,8,National University,10,Low
21,Female,8,68,Yes,3,7,8,No,1,1,Low,3,7,9,Public University,6,Low
24,Female,6,66,No,8,1,5,Yes,0,7,Medium,2,5,3,Private University,7,Low
20,Female,8,70,No,5,8,7,Yes,2,10,Medium,1,4,5,National University,17,Medium
23,Male,0,60,Yes,5,5,6,Yes,3,9,Low,4,8,3,National University,9,Low
23,Male,9,96,Yes,9,1,6,No,0,8,High,3,5,7,National University,14,Medium
19,Male,2,57,No,4,7,5,Yes,1,8,High,6,2,3,Public University,14,Medium
22,Male,3,42,No,1,3,6,No,5,2,Low,1,1,3,National University,7,Low
21,Female,2,48,Yes,6,8,8,No,2,8,Medium,3,6,6,Public University,16,Medium
23,Female,5,86,No,8,7,4,Yes,3,8,Medium,8,7,3,Private University,16,Medium
19,Female,5,96,Yes,6,8,5,Yes,4,10,Low,3,2,1,National University,20,Medium
24,Female,7,87,Yes,5,3,9,Yes,0,1,Low,8,3,2,National University,-3,Low
24,Male,4,51,Yes,1,8,4,No,4,8,Medium,2,3,4,Public University,18,Medium
23,Female,8,98,No,4,2,9,Yes,3,8,Medium,1,8,3,Public University,1,Low
19,Male,4,56,No,5,9,8,Yes,6,11,Medium,1,3,9,Public University,27,High
24,Female,5,85,Yes,4,8,8,No,3,2,Low,2,9,1,Private University,1,Low
20,Female,7,99,No,4,2,8,No,4,5,Low,2,6,7,Public University,8,Low
19,Male,8,67,No,9,8,7,Yes,0,9,Low,4,4,9,Public University,22,High
20,Female,9,67,No,8,7,5,No,1,9,Medium,1,8,4,National University,16,Medium
24,Male,5,44,No,3,6,4,Yes,0,6,Low,4,9,7,National University,7,Low
22,Male,5,43,Yes,3,7,7,No,5,5,Low,2,3,5,National University,15,Medium
23,Male,9,89,Yes,7,8,6,No,6,10,Medium,1,8,8,National University,25,High
21,Male,4,85,Yes,7,2,9,Yes,2,10,Low,4,2,4,National University,12,Medium
23,Female,8,79,Yes,1,8,6,Yes,0,7,High,5,7,5,Public University,6,Low
19,Female,6,45,No,9,3,5,Yes,2,6,High,6,6,6,National University,13,Medium
24,Female,5,67,Yes,7,9,7,No,3,9,Low,2,3,7,National University,25,High
21,Male,9,92,No,6,6,5,Yes,0,2,Medium,7,1,9,Public University,15,Medium
24,Female,5,41,No,9,9,6,Yes,6,1,Low,5,7,2,National University,12,Medium
19,Male,1,82,Yes,6,4,5,No,5,3,Medium,6,9,6,Public University,10,Low
21,Male,0,93,No,4,6,6,Yes,1,9,Medium,8,5,8,National University,15,Medium
23,Female,0,62,No,4,9,5,No,3,6,Low,3,1,1,National University,17,Medium
22,Female,2,85,No,8,6,8,Yes,5,9,Low,5,5,9,Public University,22,High
22,Male,6,95,No,9,9,6,No,5,1,Medium,4,1,2,National University,19,Medium
19,Male,4,53,Yes,9,2,5,Yes,7,10,Low,5,1,2,National University,22,High
21,Female,9,62,Yes,3,6,6,Yes,6,1,High,8,4,7,Private University,11,Medium
19,Female,4,76,Yes,1,6,5,No,7,9,Medium,7,3,6,National University,21,High
24,Female,9,69,Yes,3,4,4,No,4,4,Low,5,5,5,Private University,11,Medium
21,Male,5,94,Yes,6,7,6,Yes,2,1,Medium,8,8,7,Public University,7,Low
19,Female,0,89,Yes,4,5,9,Yes,7,4,Low,3,6,2,Public University,5,Low
24,Male,6,60,Yes,2,5,5,No,7,1,High,6,4,5,Public University,11,Medium
21,Female,3,88,Yes,6,3,8,Yes,4,3,Low,5,2,5,National University,9,Low
22,Male,0,51,No,4,1,6,No,3,3,High,1,3,6,Public University,8,Low
24,Female,9,92,Yes,2,9,8,No,2,7,Low,5,7,6,Private University,11,Medium
19,Female,4,50,Yes,5,7,6,Yes,7,6,Medium,1,2,6,Public University,21,High
24,Male,4,47,Yes,5,7,9,No,4,5,Medium,7,9,5,National University,8,Low
20,Male,5,47,Yes,5,7,5,Yes,4,3,Medium,8,9,3,Private University,6,Low
20,Female,5,58,No,4,5,8,No,2,11,High,7,7,7,Private University,14,Medium
21,Male,6,66,No,4,5,9,Yes,4,8,Medium,3,2,7,National University,15,Medium
23,Female,5,56,No,3,2,9,Yes,7,5,Low,9,2,3,National University,7,Low
24,Female,9,50,No,1,1,7,No,7,5,Low,4,6,1,Private University,2,Low
21,Female,4,72,Yes,3,5,7,No,7,2,Medium,1,1,3,Public University,12,Medium
22,Female,1,99,Yes,3,6,5,No,3,9,High,4,5,2,Public University,13,Medium
24,Male,2,98,No,8,9,6,Yes,7,10,Low,2,4,7,Public University,29,High
22,Male,9,64,No,3,1,4,No,6,8,Medium,1,4,8,Private University,18,Medium
22,Male,3,53,No,9,4,5,Yes,2,11,Medium,2,9,5,Private University,15,Medium
23,Female,1,78,No,6,5,5,No,7,4,Medium,3,7,2,National University,12,Medium
23,Female,8,99,Yes,7,4,4,No,2,5,High,8,9,2,Private University,7,Low
20,Male,1,53,No,7,7,5,Yes,5,7,Medium,1,9,1,Private University,11,Medium
23,Female,5,67,Yes,9,1,5,No,7,4,High,2,6,9,Private University,19,Medium
22,Male,4,75,No,2,2,8,Yes,3,10,Medium,7,4,8,Private University,11,Medium
21,Female,2,45,No,6,8,7,No,7,5,Medium,5,7,1,Private University,13,Medium
21,Female,5,99,No,3,6,4,Yes,6,2,Low,9,6,8,Private University,13,Medium
23,Female,4,73,No,8,4,6,No,6,7,Medium,9,6,8,Public University,21,High
21,Male,3,52,No,3,7,4,Yes,7,5,Low,1,4,8,Private University,20,Medium
22,Female,3,49,Yes,7,4,5,Yes,0,5,Medium,9,4,5,National University,10,Low
19,Female,1,84,No,7,3,4,No,6,1,High,7,2,3,Private University,14,Medium
22,Male,9,98,Yes,2,1,9,Yes,3,1,Medium,8,9,4,Public University,-9,Low
21,Male,2,71,Yes,1,3,5,No,4,3,Medium,1,8,3,Private University,1,Low
19,Female,1,86,No,9,5,6,Yes,3,4,Medium,2,8,6,Private University,11,Medium
24,Female,6,57,Yes,2,2,6,Yes,4,2,Medium,4,8,6,Private University,0,Low
19,Male,2,56,Yes,8,5,7,No,4,10,Medium,2,9,9,National University,20,Medium
24,Male,1,48,Yes,9,1,7,Yes,7,5,Medium,7,5,9,Private University,17,Medium
19,Male,6,51,Yes,3,9,5,No,3,1,Medium,6,6,5,Private University,10,Low
24,Male,8,40,Yes,9,5,9,No,6,2,High,4,1,3,Private University,15,Medium
19,Male,1,62,No,1,3,5,No,7,10,Medium,4,7,7,National University,16,Medium
23,Male,9,94,No,1,1,8,No,2,6,High,9,6,3,National University,-1,Low
21,Female,0,45,Yes,7,9,8,No,3,5,High,2,6,5,Public University,15,Medium
21,Male,0,79,Yes,2,2,7,No,0,6,Medium,1,3,7,Public University,7,Low
21,Male,6,51,No,4,5,7,No,3,10,Medium,1,4,5,National University,16,Medium
20,Male,0,66,No,6,8,9,Yes,1,10,Low,5,5,6,National University,15,Medium
20,Female,6,79,No,1,8,7,No,2,9,Low,7,3,7,Public University,17,Medium
19,Male,2,94,Yes,2,7,5,Yes,5,4,High,6,1,4,National University,14,Medium
22,Female,7,84,Yes,3,7,4,No,3,6,Low,8,7,1,Private University,9,Low
20,Female,1,73,Yes,7,4,4,No,6,11,Low,4,8,6,National University,22,High
23,Male,1,65,No,9,4,6,Yes,3,11,Low,6,9,9,National University,19,Medium
19,Male,9,64,No,5,6,6,Yes,4,11,Medium,3,5,4,Public University,17,Medium
24,Female,8,76,Yes,3,1,7,Yes,7,6,High,4,3,3,National University,8,Low
21,Male,6,47,Yes,9,9,7,Yes,7,6,High,2,6,7,Private University,23,High
19,Male,1,66,Yes,2,1,8,Yes,0,8,Medium,6,5,4,Public University,0,Low
19,Female,2,65,No,5,5,6,Yes,4,2,Low,7,9,6,National University,5,Low
24,Female,9,63,No,1,9,5,Yes,7,1,High,4,7,8,National University,12,Medium
19,Female,1,98,Yes,2,3,5,No,7,10,Medium,3,4,8,Public University,21,High
23,Female,0,77,No,8,8,8,No,0,3,Low,6,4,6,National University,13,Medium
24,Female,4,41,Yes,2,8,4,Yes,0,7,Medium,6,5,9,Public University,15,Medium
22,Male,6,68,Yes,9,7,6,No,3,1,Medium,9,5,1,Private University,10,Low
22,Female,1,80,Yes,2,3,8,Yes,1,1,Low,3,4,3,Private University,-4,Low
24,Female,9,67,No,6,8,8,Yes,6,10,Low,5,5,1,Public University,16,Medium
23,Female,6,66,Yes,6,5,6,No,1,3,Low,4,9,8,Private University,8,Low
22,Male,2,75,No,1,5,9,No,2,2,Low,9,3,5,National University,3,Low
22,Male,4,98,No,7,6,4,Yes,1,9,Low,3,4,8,Private University,21,High
23,Female,2,78,No,3,1,7,No,0,6,Medium,8,9,7,National University,1,Low
20,Male,3,90,Yes,8,3,5,Yes,6,4,Low,4,4,6,Private University,16,Medium
23,Male,4,95,Yes,9,9,9,No,4,5,Medium,3,9,5,Public University,14,Medium
21,Male,1,53,Yes,2,8,8,No,5,11,Low,3,2,7,National University,23,High
24,Female,6,61,Yes,8,4,4,Yes,1,4,Medium,8,3,2,Private University,10,Low
23,Female,7,41,Yes,4,8,6,No,3,6,Medium,8,8,6,Public University,13,Medium
23,Female,3,92,Yes,5,6,5,Yes,0,7,High,5,7,5,National University,9,Low
19,Female,5,42,Yes,1,2,6,Yes,2,2,Low,7,8,1,Public University,-8,Low
22,Female,6,91,Yes,6,5,6,Yes,0,11,Medium,6,2,6,National University,18,Medium
23,Male,8,99,Yes,6,6,4,No,6,5,High,8,6,5,National University,18,Medium
22,Female,1,81,No,2,9,9,No,0,7,Low,2,9,3,Public University,3,Low
22,Female,8,64,Yes,3,3,4,Yes,5,3,High,4,9,7,National University,6,Low
24,Female,5,95,No,8,8,4,Yes,7,3,Medium,8,6,4,Private University,18,Medium
21,Female,5,42,No,1,1,8,No,0,5,High,1,1,9,Public University,7,Low
21,Female,5,82,No,9,7,9,Yes,3,7,Low,2,8,4,Private University,11,Medium
19,Female,2,76,Yes,2,6,6,Yes,2,5,Low,3,4,7,Public University,10,Low
20,Male,4,61,No,5,5,8,Yes,4,7,High,9,6,3,National University,8,Low
24,Male,6,97,No,3,3,5,No,6,2,Low,7,4,7,Public University,12,Medium
20,Female,3,40,Yes,3,8,8,Yes,0,10,Medium,4,1,2,Public University,12,Medium
19,Male,8,51,No,7,5,5,Yes,4,9,High,1,3,1,National University,16,Medium
19,Female,4,81,No,2,7,5,No,3,10,High,8,8,7,Private University,16,Medium
21,Female,5,55,No,6,4,9,No,5,2,Medium,6,7,5,Public University,6,Low
24,Male,0,46,Yes,5,4,9,Yes,1,1,Low,9,1,3,Public University,2,Low
23,Male,1,73,No,4,8,4,Yes,3,1,Medium,5,3,2,Public University,9,Low
21,Female,8,45,No,7,8,8,Yes,7,4,Low,8,2,1,Private University,15,Medium
23,Male,9,44,No,9,2,9,Yes,0,7,Medium,5,4,7,National University,10,Low
22,Male,8,56,No,4,4,7,Yes,7,5,Low,3,7,4,National University,8,Low
21,Male,1,73,Yes,4,2,4,Yes,4,4,Low,7,5,4,National University,7,Low
24,Male,3,85,No,1,4,6,No,7,5,Medium,6,6,5,Public University,10,Low
20,Female,8,75,No,5,3,6,No,1,6,Medium,9,3,9,Public University,15,Medium
22,Male,8,98,No,7,6,4,No,0,4,High,2,6,5,Public University,12,Medium
24,Male,8,41,No,2,8,7,Yes,7,1,Low,9,3,3,Public University,9,Low
20,Male,0,81,Yes,5,6,7,Yes,7,11,Medium,7,5,4,Private University,19,Medium
21,Female,0,60,No,3,6,4,No,0,11,Medium,6,7,3,Private University,12,Medium
22,Male,4,77,No,8,1,4,Yes,0,2,Medium,1,3,9,Private University,11,Medium
23,Female,8,61,Yes,9,9,8,No,0,4,Medium,2,7,1,National University,8,Low
22,Female,1,50,Yes,6,8,9,No,2,2,Medium,4,7,1,Private University,3,Low
21,Male,3,97,No,6,5,6,Yes,3,10,Medium,4,3,9,Public University,22,High
24,Male,1,93,Yes,7,9,6,Yes,0,10,Low,8,8,7,National University,17,Medium
20,Female,8,52,Yes,2,1,5,No,1,6,High,3,7,5,Public University,3,Low
22,Male,1,76,No,7,9,5,No,0,9,Low,2,7,3,National University,16,Medium
20,Female,9,82,Yes,6,7,7,No,1,2,Medium,9,7,4,Private University,6,Low
22,Female,2,92,Yes,4,6,5,Yes,4,11,Low,4,2,4,Private University,20,Medium
24,Male,2,53,No,4,7,6,No,7,9,High,6,1,1,Public University,21,High
24,Female,6,82,Yes,8,5,4,No,1,4,High,4,3,5,National University,16,Medium
20,Female,4,64,Yes,7,7,9,No,3,11,Low,2,4,5,National University,20,Medium
20,Male,7,87,Yes,7,8,4,Yes,2,3,Medium,3,4,1,Private University,11,Medium
19,Female,8,55,Yes,1,7,6,No,4,5,Medium,1,3,9,Private University,17,Medium
22,Male,4,62,Yes,7,7,5,No,5,8,High,7,6,4,Public University,20,Medium
24,Male,4,40,Yes,9,5,6,Yes,1,2,Low,1,4,5,Public University,10,Low
20,Female,2,99,No,9,3,5,No,7,8,Medium,2,9,4,National University,17,Medium
19,Male,4,88,No,7,9,6,Yes,2,5,Low,3,1,5,Public University,19,Medium
22,Male,1,94,No,8,7,5,No,5,3,Medium,5,9,6,Public University,15,Medium
19,Male,4,47,No,8,8,9,Yes,5,1,Low,3,8,4,Public University,7,Low
23,Female,7,95,Yes,9,8,6,No,6,9,Low,9,1,6,Private University,31,High
19,Male,7,63,Yes,9,2,5,No,7,1,Low,7,5,6,National University,15,Medium
19,Male,7,50,Yes,5,3,7,Yes,4,8,Medium,3,2,7,Public University,16,Medium
21,Female,0,46,Yes,5,4,4,Yes,3,1,High,5,7,5,Private University,5,Low
24,Female,0,60,Yes,5,9,4,No,3,6,High,7,1,4,National University,22,High
22,Male,9,92,No,8,9,6,Yes,7,10,Low,6,9,5,Public University,22,High
24,Female,2,92,Yes,9,8,4,Yes,4,10,Medium,8,9,7,Private University,23,High
23,Female,8,84,No,5,7,5,Yes,2,7,Medium,6,8,8,National University,14,Medium
19,Female,9,65,Yes,8,7,7,No,2,1,Medium,6,9,2,National University,4,Low
20,Female,7,54,No,4,3,8,No,2,7,High,9,7,8,National University,9,Low
22,Male,8,68,Yes,8,3,9,No,2,1,Low,6,5,8,Private University,8,Low
24,Female,4,96,Yes,8,7,4,Yes,7,9,Medium,5,5,3,National University,23,High
19,Male,0,92,Yes,5,9,9,No,6,7,High,7,6,5,National University,17,Medium
23,Female,2,76,Yes,1,6,9,No,3,8,Low,9,8,9,Public University,10,Low
20,Male,9,62,Yes,7,4,4,Yes,2,9,High,9,5,8,Public University,19,Medium
21,Female,3,54,No,7,6,6,No,2,11,Low,3,6,3,National University,17,Medium
21,Female,1,70,Yes,9,4,7,No,5,10,Medium,5,3,5,National University,23,High
24,Female,6,51,No,1,8,5,No,4,6,Low,2,1,7,National University,20,Medium
22,Male,4,46,No,5,2,7,Yes,7,1,Medium,8,4,7,Public University,9,Low
23,Female,3,91,Yes,1,8,4,No,3,6,Medium,2,4,8,Public University,18,Medium
19,Male,6,85,No,4,7,7,Yes,3,9,High,9,9,6,Private University,11,Medium
20,Male,0,53,Yes,8,4,8,Yes,6,8,High,5,5,9,Public University,20,Medium
24,Female,6,82,Yes,5,8,7,Yes,2,10,High,1,2,4,Private University,18,Medium
20,Male,8,59,No,1,6,4,Yes,2,3,High,4,4,4,National University,6,Low
24,Female,0,74,Yes,1,6,8,No,4,3,Low,4,2,3,National University,7,Low
19,Female,6,61,No,1,2,6,No,3,11,Medium,7,3,6,National University,14,Medium
20,Male,3,40,Yes,5,1,6,No,2,7,Medium,2,9,3,Private University,3,Low
24,Male,6,83,Yes,6,7,5,No,7,1,Low,9,2,4,Private University,18,Medium
23,Male,6,69,No,7,5,4,No,7,10,Medium,4,9,6,Public University,22,High
20,Female,5,89,Yes,6,2,5,No,0,10,Medium,2,2,7,National University,18,Medium
23,Female,8,95,No,4,6,5,Yes,5,7,High,8,9,7,Public University,13,Medium
23,Female,5,61,No,5,7,9,Yes,5,9,Medium,8,8,6,National University,13,Medium
24,Male,8,46,Yes,8,4,5,No,1,2,Medium,2,4,6,Public University,12,Medium
19,Female,9,49,No,6,5,7,No,6,2,High,5,1,8,National University,19,Medium
22,Male,3,46,No,4,4,6,No,3,6,Low,8,4,2,Public University,9,Low
22,Male,5,82,No,2,7,4,No,0,5,High,8,3,3,Public University,10,Low
20,Male,6,56,Yes,7,1,5,No,5,10,Low,4,2,9,Public University,25,High
22,Male,6,87,Yes,9,9,4,No,5,3,Medium,1,4,5,Public University,23,High
21,Male,1,78,No,5,6,7,No,5,4,Medium,1,3,4,Private University,14,Medium
24,Female,0,77,Yes,2,9,6,Yes,7,11,Low,1,2,2,Private University,21,High
20,Male,4,59,Yes,5,4,7,No,2,4,Low,5,3,6,Public University,11,Medium
23,Female,5,45,No,3,2,7,No,2,6,Medium,5,5,3,National University,4,Low
24,Male,2,75,Yes,3,5,9,Yes,6,1,High,4,3,1,Private University,2,Low
22,Male,3,81,No,7,3,4,Yes,4,9,High,5,2,8,Public University,23,High
22,Male,9,63,Yes,5,8,7,Yes,0,6,High,8,9,7,Private University,8,Low
22,Female,8,68,No,4,3,8,No,1,5,High,2,8,9,Private University,6,Low
23,Male,8,67,No,5,5,9,No,7,10,Low,8,4,7,Public University,21,High
22,Female,4,82,No,3,2,6,No,4,8,Low,8,8,4,Public University,7,Low
21,Female,3,49,No,1,8,9,Yes,6,11,Low,6,7,5,Private University,13,Medium
24,Female,1,81,Yes,1,1,8,No,3,2,Medium,1,8,4,Public University,-5,Low
21,Female,1,60,No,2,2,4,Yes,5,4,High,7,8,4,Public University,3,Low
19,Male,0,64,Yes,9,2,8,No,2,5,Low,1,5,7,National University,12,Medium
20,Male,7,76,Yes,4,6,5,Yes,1,2,Low,6,5,2,Public University,3,Low
19,Female,6,46,No,3,8,5,Yes,5,3,High,9,3,4,Public University,13,Medium
20,Female,7,97,No,8,2,9,Yes,0,10,Low,1,8,4,National University,5,Low
24,Female,7,66,No,1,9,6,Yes,5,11,High,5,2,5,National University,21,High
19,Female,0,60,Yes,8,3,8,Yes,4,8,High,8,9,2,National University,6,Low
22,Female,1,89,Yes,6,8,9,Yes,0,8,Low,5,4,2,Public University,9,Low
23,Male,7,84,No,7,7,4,Yes,5,1,Low,9,7,5,Private University,12,Medium
20,Female,3,65,No,2,1,5,Yes,1,8,Low,5,8,4,National University,1,Low
24,Female,9,67,Yes,1,7,9,Yes,5,1,Low,4,6,7,Private University,4,Low
21,Female,6,82,No,3,9,4,Yes,2,11,Medium,1,4,7,Private University,22,High
23,Female,4,73,Yes,1,6,5,No,6,1,Low,9,8,2,Public University,3,Low
21,Male,6,47,Yes,1,5,5,Yes,4,9,Medium,8,5,9,National University,16,Medium
20,Male,6,67,Yes,2,4,9,No,7,11,Medium,3,3,4,Private University,16,Medium
19,Female,4,72,No,9,4,8,No,3,3,Medium,9,6,4,Public University,9,Low
20,Male,0,99,Yes,2,2,7,No,6,4,Medium,2,6,4,Public University,5,Low
19,Male,2,92,No,7,8,9,No,2,7,Medium,8,9,4,Private University,10,Low
21,Female,2,54,No,2,9,7,No,2,10,Medium,8,1,8,National University,23,High
23,Female,1,59,Yes,1,3,7,Yes,0,11,Low,8,6,5,Public University,5,Low
24,Female,0,90,Yes,4,6,7,No,4,2,Low,1,7,2,Private University,4,Low
19,Male,2,55,No,9,9,7,Yes,4,10,High,6,3,4,Public University,24,High
20,Female,0,65,No,7,3,4,Yes,4,8,Medium,5,5,7,Public University,18,Medium
24,Male,5,90,No,5,8,7,No,1,11,Medium,8,2,1,Public University,17,Medium
19,Male,5,91,Yes,9,1,8,No,2,6,Low,4,4,9,National University,15,Medium
20,Male,8,74,Yes,9,4,6,No,4,2,Low,7,6,5,Private University,12,Medium
23,Female,0,67,No,9,4,8,Yes,4,5,Medium,8,5,1,Public University,8,Low
21,Female,4,74,Yes,8,2,5,No,1,2,Medium,6,7,5,Public University,6,Low
19,Female,1,97,No,4,9,9,No,2,9,High,3,9,6,Public University,12,Medium
24,Female,5,44,No,3,2,8,No,6,8,High,6,6,3,Public University,8,Low
24,Female,9,45,Yes,4,9,5,No,7,1,High,4,2,1,Public University,15,Medium
19,Male,8,82,Yes,5,7,4,Yes,1,6,High,6,4,5,Private University,14,Medium
22,Male,8,95,No,9,1,5,No,5,9,Low,8,7,2,Private University,14,Medium
22,Male,5,88,No,9,4,5,No,2,1,Medium,5,2,9,National University,18,Medium
22,Female,7,47,Yes,6,7,4,No,1,1,High,5,4,4,Private University,11,Medium
19,Female,1,59,No,3,4,8,No,4,7,Medium,5,2,7,Private University,15,Medium
23,Female,1,51,No,1,3,9,No,2,7,Medium,5,8,4,Public University,0,Low
21,Male,8,82,No,8,1,4,Yes,2,7,Low,7,2,7,Public University,17,Medium
23,Female,1,40,No,7,9,5,Yes,7,2,Medium,6,6,3,National University,15,Medium
23,Female,9,71,No,5,8,9,Yes,4,7,Medium,5,7,6,Public University,12,Medium
21,Female,7,65,Yes,8,8,9,Yes,1,4,Low,4,3,6,National University,13,Medium
19,Female,7,48,Yes,8,7,7,No,1,1,Low,4,2,8,Public University,16,Medium
24,Female,7,98,No,2,3,9,No,7,7,Medium,7,2,2,National University,10,Low
21,Male,7,62,No,4,1,6,Yes,0,3,Medium,8,3,7,Public University,4,Low
20,Female,6,41,No,3,5,6,No,5,9,Medium,1,6,7,National University,17,Medium
22,Female,2,89,Yes,8,8,9,Yes,4,9,Medium,1,9,2,National University,11,Medium
21,Female,0,84,Yes,8,7,7,Yes,4,11,Medium,7,5,1,Private University,17,Medium
20,Male,3,48,Yes,9,7,9,Yes,3,9,Low,6,7,9,National University,19,Medium
21,Male,5,62,No,6,3,6,Yes,0,10,Medium,2,7,3,Private University,7,Low
20,Female,1,76,Yes,5,7,4,No,6,9,Low,6,5,7,National University,25,High
21,Male,0,75,No,6,3,7,Yes,0,8,Low,5,2,4,National University,10,Low
24,Female,1,48,No,7,2,8,Yes,6,5,Low,7,4,6,Public University,12,Medium
24,Female,8,65,No,8,9,4,No,5,2,Medium,7,5,1,Private University,16,Medium
